aar,district,antal_beboere,antal_boliger,alder_antal_0_5,alder_antal_6_17,alder_antal_18_29,alder_antal_30_39,alder_antal_40_49,alder_antal_50_64,alder_antal_over_65,antal_tilkn_arb_markedet,antal_udf_arb_markedet,antal_gymnasial_udd,antal_erh_faglig_udd,antal_kort_viderg_udd,antal_mellemlang_viderg_udd,antal_lang_viderg_udd,antal_ingen_udd,antal_under_udd,antal_virksomheder,antal_ivaerksaettere,antal_handel_transport,antal_inform_kommunikation,antal_finansiering_forsikring,antal_ejendomshandel_udlejning,antal_erhvervsservice,antal_offentlig_administrat_mv,antal_undervisning,antal_sundhed_socialvaesen,antal_kultur_forlyst_a_service,antal_landbrug_uoplyst,antal_arbejdspladser_ialt,antal_selvstaendige,antal_lonmodtagere,antal_lav_indkomst,antal_middel_indkomst,antal_hoj_indkomst,antal_dansk,antal_vestlig,antal_ikke_vestlig,antal_enlige_u_born,antal_enlige_m_born,antal_par_u_born,antal_par_m_born,antal_ovrige_husstande,antal_m_install_mangler,antal_u_install_mangler,bolig_antal_u_40_m2,bolig_antal_40_59_m2,bolig_antal_60_79_m2,bolig_antal_80_99_m2,bolig_antal_100_119_m2,bolig_antal_over_120_m2,antal_almen_bolig,antal_ejerbolig,antal_pr_andelsbolig,antal_off_ejet_bolig,antal_bolig_for_1900,antal_bolig_aar_1900_1929,antal_bolig_aar_1930_1949,antal_bolig_aar_1950_1979,antal_bolig_efter_1980,antal_nettotilflytning
2011,brønshøj-husum,37382,20807,2731.0,3599.0,11077.0,7944.0,4629.0,4340.0,3062.0,24027.0,5062.0,2548.0,3779.0,900.0,3738.0,4321.0,6008.0,7279.0,3516.0,414.0,5269.0,2897.0,1756.0,532.0,2983.0,2314.0,1619.0,1895.0,1849.0,202.0,22232.0,1285.0,18265.0,12318.0,9371.0,9876.0,27498.0,3213.0,6671.0,9779.0,1194.0,3576.0,2337.0,2837.0,3051.0,17756.0,1336.0,5897.0,5556.0,4527.0,1671.0,1820.0,3511.0,2509.0,8564.0,44.0,5583.0,7175.0,2797.0,2409.0,2843.0,436.0
2011,indre_by,66612,36160,4855.0,6430.0,17647.0,13508.0,8194.0,8901.0,7077.0,41162.0,9305.0,4761.0,6428.0,1521.0,6862.0,7878.0,10342.0,11506.0,10801.0,923.0,20438.0,5062.0,6776.0,1568.0,11030.0,8467.0,6335.0,6965.0,7586.0,423.0,76087.0,2799.0,31360.0,20686.0,16647.0,19244.0,50526.0,5610.0,10476.0,16773.0,2186.0,5968.0,4333.0,5104.0,5092.0,31068.0,1412.0,7605.0,10490.0,8082.0,3288.0,5283.0,6765.0,5222.0,12004.0,1470.0,14041.0,9747.0,4502.0,4006.0,3864.0,1313.0
2011,nørrebro,77418,42911,6244.0,7837.0,18713.0,15719.0,10045.0,10530.0,8330.0,47241.0,10173.0,4720.0,10006.0,2069.0,7361.0,7693.0,12881.0,11453.0,5871.0,673.0,8381.0,2979.0,1375.0,617.0,3690.0,2361.0,2728.0,4106.0,2070.0,327.0,32072.0,2542.0,36660.0,21084.0,20458.0,22823.0,59027.0,5269.0,13122.0,20056.0,2536.0,7161.0,5568.0,4812.0,4479.0,38432.0,2169.0,11277.0,13752.0,8325.0,3326.0,4062.0,10465.0,9150.0,12826.0,168.0,4927.0,11699.0,15270.0,9236.0,1779.0,943.0
2011,valby,41972,23275,3440.0,3936.0,9892.0,8767.0,5475.0,6281.0,4181.0,26600.0,5120.0,2560.0,5183.0,1089.0,4784.0,5162.0,5877.0,6376.0,3247.0,397.0,3042.0,3590.0,261.0,505.0,3601.0,1811.0,3083.0,14461.0,1550.0,188.0,32759.0,1542.0,21135.0,11029.0,9765.0,14382.0,34919.0,3102.0,3951.0,10395.0,1220.0,4235.0,3383.0,2473.0,3027.0,20248.0,1245.0,4736.0,6416.0,4782.0,3133.0,2963.0,2851.0,5107.0,8288.0,674.0,2787.0,9116.0,3696.0,4053.0,3623.0,653.0
2011,vanløse,31769,17784,2400.0,3043.0,8067.0,6210.0,4194.0,4579.0,3276.0,19924.0,4218.0,1933.0,4056.0,816.0,3340.0,3538.0,5028.0,4851.0,2545.0,292.0,2261.0,650.0,1082.0,262.0,1454.0,6496.0,571.0,1778.0,1902.0,137.0,16978.0,1076.0,15645.0,8908.0,7993.0,10036.0,25220.0,2279.0,4270.0,8315.0,1010.0,3148.0,2344.0,2018.0,1444.0,16340.0,673.0,4937.0,5516.0,3392.0,1458.0,1808.0,3506.0,3436.0,6516.0,27.0,2692.0,4014.0,7419.0,1726.0,1933.0,562.0
2011,vesterbro-kongens_enghave,55232,30732,4088.0,5347.0,14470.0,11092.0,7100.0,7575.0,5560.0,34765.0,7161.0,3660.0,6488.0,1393.0,5426.0,5828.0,8710.0,9523.0,5536.0,570.0,7459.0,4051.0,2074.0,792.0,5767.0,3221.0,2182.0,3344.0,3520.0,287.0,33805.0,1977.0,26757.0,16640.0,14196.0,16055.0,43531.0,4080.0,7621.0,14638.0,1759.0,5293.0,3873.0,3581.0,3668.0,27064.0,2935.0,6580.0,8493.0,6247.0,2911.0,3566.0,5486.0,4265.0,10907.0,723.0,7419.0,8943.0,5024.0,6922.0,2424.0,1131.0
2011,østerbro,75697,41687,6247.0,7901.0,15729.0,15082.0,10558.0,11471.0,8709.0,45454.0,9847.0,4383.0,11072.0,2154.0,7734.0,7065.0,12848.0,8809.0,5111.0,613.0,6569.0,7845.0,4724.0,815.0,3551.0,1014.0,1055.0,3880.0,1021.0,365.0,35243.0,2427.0,36154.0,18582.0,19718.0,24458.0,60036.0,4303.0,11358.0,19371.0,2631.0,7191.0,5953.0,4152.0,3675.0,38012.0,2204.0,11451.0,12013.0,7603.0,4168.0,4248.0,10474.0,10310.0,12026.0,1078.0,1648.0,9256.0,17693.0,7821.0,5269.0,1291.0
2012,amager_vest,59070,31272,5032.0,6331.0,14715.0,12180.0,7661.0,7673.0,5478.0,36642.0,7502.0,3386.0,7997.0,1572.0,5494.0,5634.0,10027.0,9138.0,3906.0,579.0,7064.0,900.0,402.0,397.0,5000.0,2522.0,1652.0,4149.0,1690.0,167.0,24799.0,1817.0,28735.0,15936.0,14786.0,18448.0,44840.0,4515.0,9715.0,13240.0,2159.0,5403.0,4541.0,3806.0,4064.0,27208.0,1727.0,7412.0,8186.0,7051.0,3669.0,3227.0,6547.0,7049.0,9631.0,333.0,3807.0,8092.0,8663.0,5131.0,5579.0,1343.0
2012,amager_øst,49264,27880,3828.0,4410.0,12289.0,9976.0,6402.0,6887.0,5472.0,31573.0,5586.0,2890.0,7220.0,1506.0,4717.0,4949.0,7097.0,7885.0,3317.0,447.0,2906.0,2710.0,1016.0,918.0,3621.0,1800.0,3407.0,2816.0,2277.0,174.0,22562.0,1502.0,25359.0,13138.0,12399.0,16261.0,41164.0,3518.0,4582.0,13614.0,1385.0,5039.0,3746.0,2882.0,2926.0,24954.0,1680.0,8065.0,8268.0,4424.0,2565.0,2878.0,3347.0,6844.0,10524.0,526.0,801.0,8512.0,12082.0,4074.0,2411.0,614.0
2012,bispebjerg,41228,23722,2939.0,3847.0,10887.0,7448.0,5274.0,6040.0,4793.0,25105.0,5949.0,2315.0,5033.0,1067.0,3967.0,3897.0,7034.0,6991.0,3248.0,410.0,5853.0,1358.0,2589.0,431.0,3906.0,1455.0,1546.0,2416.0,1521.0,97.0,23207.0,1242.0,19224.0,12180.0,10923.0,11751.0,31681.0,3038.0,6509.0,11558.0,1604.0,4040.0,2653.0,2672.0,1777.0,21945.0,1927.0,6171.0,7468.0,4198.0,1778.0,2180.0,7057.0,3722.0,5153.0,342.0,1145.0,5868.0,10306.0,3865.0,2538.0,251.0
2012,brønshøj-husum,37429,20512,2803.0,3534.0,11089.0,7987.0,4615.0,4290.0,3111.0,24231.0,4830.0,2433.0,3726.0,896.0,3858.0,4463.0,5671.0,7499.0,3146.0,439.0,5121.0,2688.0,1709.0,388.0,2957.0,2253.0,1381.0,1860.0,1586.0,146.0,21250.0,1295.0,18490.0,12283.0,9421.0,9973.0,27869.0,3107.0,6453.0,9433.0,1199.0,3532.0,2392.0,2983.0,2954.0,17558.0,1299.0,5836.0,5496.0,4465.0,1635.0,1781.0,3619.0,2400.0,8499.0,70.0,5324.0,7157.0,2779.0,2409.0,2843.0,293.0
2012,indre_by,66120,35185,4952.0,6372.0,17833.0,13208.0,8214.0,8446.0,7095.0,40925.0,8976.0,4343.0,6212.0,1468.0,6820.0,7989.0,9895.0,11986.0,8821.0,938.0,18613.0,5052.0,6229.0,1081.0,9444.0,6318.0,5864.0,6865.0,6258.0,316.0,67869.0,2643.0,31305.0,20138.0,16407.0,19092.0,50159.0,5718.0,10243.0,15995.0,2146.0,5767.0,4376.0,5284.0,4831.0,30354.0,1410.0,7432.0,10293.0,7893.0,3156.0,5001.0,6846.0,4791.0,11789.0,1452.0,13093.0,9722.0,4448.0,3952.0,3970.0,819.0
2012,nørrebro,78131,42356,6386.0,8042.0,18921.0,15737.0,10228.0,10498.0,8319.0,47842.0,10015.0,4620.0,9801.0,2035.0,7485.0,7984.0,12641.0,12056.0,5507.0,809.0,8184.0,3062.0,1276.0,722.0,3620.0,2341.0,2396.0,4448.0,1930.0,215.0,31669.0,2447.0,37402.0,21228.0,20645.0,22958.0,59028.0,5566.0,13537.0,19476.0,2526.0,7083.0,5732.0,5052.0,4077.0,38279.0,1849.0,11107.0,13742.0,8276.0,3321.0,4061.0,10319.0,8916.0,12863.0,160.0,4499.0,11664.0,15265.0,9067.0,1861.0,963.0
2012,valby,42774,23066,3596.0,4002.0,10016.0,8901.0,5544.0,6416.0,4299.0,27186.0,4978.0,2504.0,5098.0,1109.0,4804.0,5469.0,5748.0,6744.0,3219.0,396.0,3158.0,3849.0,304.0,462.0,3414.0,1681.0,3041.0,15467.0,1460.0,166.0,33933.0,1553.0,21564.0,11460.0,9979.0,14925.0,35455.0,3195.0,4124.0,10110.0,1243.0,4306.0,3459.0,2675.0,3003.0,20063.0,1236.0,4713.0,6380.0,4734.0,3050.0,2953.0,2819.0,4906.0,8373.0,670.0,2785.0,9107.0,3683.0,3857.0,3634.0,1174.0
2012,vanløse,32500,17748,2430.0,3133.0,8355.0,6316.0,4292.0,4563.0,3411.0,20429.0,4225.0,1885.0,4010.0,830.0,3388.0,3642.0,5074.0,5207.0,2439.0,336.0,2314.0,913.0,1063.0,226.0,1485.0,6594.0,596.0,1821.0,1952.0,126.0,17491.0,1056.0,16112.0,8975.0,8196.0,10162.0,25576.0,2448.0,4476.0,8124.0,1054.0,3205.0,2403.0,2187.0,1428.0,16320.0,587.0,4911.0,5557.0,3401.0,1472.0,1820.0,3456.0,3392.0,6720.0,27.0,2681.0,4012.0,7410.0,1706.0,1939.0,377.0
2012,vesterbro-kongens_enghave,56587,30842,4196.0,5500.0,15187.0,11068.0,7361.0,7562.0,5713.0,35783.0,7212.0,3488.0,6391.0,1395.0,5591.0,6194.0,8526.0,10420.0,5181.0,633.0,7899.0,3115.0,1258.0,719.0,5799.0,2754.0,1783.0,3849.0,3519.0,253.0,32041.0,1993.0,27680.0,16660.0,14259.0,16322.0,44754.0,4225.0,7608.0,14327.0,1783.0,5405.0,3981.0,3825.0,3652.0,27190.0,2922.0,6660.0,8469.0,6274.0,2911.0,3606.0,5282.0,4289.0,11016.0,732.0,7418.0,8961.0,5018.0,7003.0,2442.0,168.0
2012,østerbro,77447,41687,6616.0,8073.0,16248.0,15221.0,10821.0,11668.0,8800.0,46498.0,10081.0,4248.0,10985.0,2201.0,8034.0,7365.0,12810.0,9623.0,4914.0,685.0,6592.0,7410.0,6624.0,757.0,3814.0,812.0,1194.0,4049.0,1009.0,247.0,36467.0,2367.0,37089.0,18736.0,19902.0,25107.0,61041.0,4617.0,11789.0,18851.0,2686.0,7262.0,6181.0,4502.0,3604.0,38083.0,2197.0,11419.0,11984.0,7598.0,4186.0,4303.0,10452.0,10251.0,12122.0,1081.0,1650.0,9256.0,17677.0,7810.0,5294.0,886.0
2013,amager_vest,60931,31550,5180.0,6581.0,15471.0,12229.0,7994.0,7779.0,5697.0,37551.0,7832.0,3421.0,7909.0,1602.0,5660.0,6010.0,10199.0,9676.0,0.0,0.0,7828.0,966.0,383.0,393.0,5359.0,2436.0,1728.0,4207.0,1638.0,129.0,26185.0,1746.0,29570.0,16559.0,14851.0,18835.0,46058.0,4895.0,9978.0,13382.0,2207.0,5533.0,4800.0,4170.0,3463.0,28087.0,1556.0,7443.0,8317.0,7225.0,3750.0,3259.0,6639.0,7339.0,9229.0,203.0,3808.0,8085.0,8642.0,5056.0,5959.0,919.0
2013,amager_øst,50196,28008,3865.0,4533.0,12708.0,9906.0,6607.0,6952.0,5625.0,32006.0,5772.0,2907.0,7169.0,1481.0,4795.0,5208.0,7162.0,8150.0,0.0,0.0,3141.0,2596.0,974.0,765.0,4699.0,1163.0,3758.0,2526.0,2192.0,154.0,22873.0,1508.0,25650.0,13360.0,12459.0,16797.0,41831.0,3639.0,4726.0,13462.0,1434.0,5077.0,3866.0,3059.0,2743.0,25265.0,1680.0,8078.0,8253.0,4424.0,2624.0,2949.0,3348.0,6799.0,10343.0,529.0,800.0,8517.0,12082.0,4073.0,2536.0,719.0
2013,bispebjerg,42371,24077,3087.0,3831.0,11312.0,7692.0,5446.0,6096.0,4907.0,25741.0,6216.0,2301.0,4979.0,1049.0,4124.0,4147.0,7174.0,7392.0,0.0,0.0,6826.0,3001.0,2459.0,1010.0,4371.0,1790.0,1748.0,2630.0,2142.0,111.0,28075.0,1288.0,19751.0,12863.0,11182.0,12133.0,32512.0,3163.0,6696.0,11678.0,1630.0,4093.0,2732.0,2825.0,1793.0,22284.0,1936.0,6203.0,7571.0,4259.0,1835.0,2273.0,7054.0,3712.0,4993.0,345.0,1473.0,5894.0,10304.0,3866.0,2540.0,724.0
2013,brønshøj-husum,38544,20867,2854.0,3523.0,11623.0,8118.0,4815.0,4388.0,3223.0,25135.0,4913.0,2473.0,3640.0,908.0,4008.0,4867.0,5754.0,7863.0,0.0,0.0,5393.0,2496.0,1835.0,401.0,3289.0,1927.0,1625.0,2351.0,1741.0,130.0,22510.0,1326.0,19262.0,12582.0,9611.0,10324.0,28780.0,3348.0,6416.0,9480.0,1227.0,3591.0,2475.0,3245.0,2644.0,18223.0,1323.0,5852.0,5593.0,4560.0,1685.0,1854.0,3542.0,2405.0,8560.0,59.0,5615.0,7162.0,2797.0,2415.0,2878.0,163.0
2013,indre_by,69143,36437,5078.0,6600.0,19041.0,13631.0,8649.0,8692.0,7452.0,43098.0,9161.0,4386.0,6163.0,1528.0,7223.0,8841.0,10071.0,12851.0,0.0,0.0,20847.0,6872.0,7096.0,1217.0,11282.0,7697.0,6972.0,7570.0,7727.0,314.0,79479.0,2801.0,32997.0,21347.0,16857.0,20431.0,52807.0,6042.0,10294.0,16319.0,2179.0,6047.0,4631.0,5673.0,4588.0,31849.0,1427.0,7523.0,10556.0,8140.0,3385.0,5406.0,6817.0,5194.0,11762.0,1452.0,14119.0,9789.0,4507.0,4024.0,3998.0,1155.0
2013,nørrebro,80211,42717,6540.0,8254.0,20046.0,15748.0,10521.0,10561.0,8541.0,49016.0,10456.0,4587.0,9652.0,1997.0,7655.0,8418.0,12874.0,12979.0,0.0,0.0,8321.0,2348.0,1188.0,833.0,4137.0,2614.0,3009.0,4382.0,2170.0,222.0,32400.0,2558.0,38138.0,22229.0,20990.0,23627.0,60153.0,6008.0,14050.0,19745.0,2665.0,7324.0,5964.0,5419.0,3907.0,38810.0,2059.0,11015.0,13793.0,8325.0,3369.0,4156.0,10360.0,8816.0,12793.0,157.0,4923.0,11647.0,15248.0,9028.0,1871.0,1261.0
2013,valby,44319,23525,3857.0,4098.0,10592.0,9098.0,5734.0,6479.0,4461.0,28122.0,5118.0,2509.0,5006.0,1100.0,4998.0,5929.0,5841.0,7122.0,0.0,0.0,3344.0,3998.0,243.0,469.0,3537.0,1473.0,3085.0,15987.0,1403.0,135.0,34644.0,1526.0,22483.0,11516.0,10031.0,15383.0,36786.0,3322.0,4211.0,10154.0,1274.0,4370.0,3643.0,2939.0,2741.0,20784.0,1315.0,4797.0,6376.0,4814.0,3191.0,3032.0,2850.0,5011.0,8511.0,585.0,2796.0,9245.0,3679.0,3905.0,3900.0,498.0
2013,vanløse,33112,17709,2533.0,3246.0,8579.0,6267.0,4397.0,4611.0,3479.0,20798.0,4161.0,1905.0,3988.0,829.0,3424.0,3780.0,4985.0,5470.0,0.0,0.0,2480.0,832.0,1121.0,196.0,1521.0,6358.0,666.0,1875.0,2046.0,120.0,17663.0,1054.0,16442.0,9327.0,8103.0,10377.0,26010.0,2483.0,4619.0,7962.0,1085.0,3249.0,2420.0,2300.0,1254.0,16455.0,587.0,4806.0,5543.0,3406.0,1524.0,1843.0,3468.0,3338.0,6597.0,27.0,2678.0,4017.0,7367.0,1707.0,1940.0,246.0
2013,vesterbro-kongens_enghave,56973,30942,4159.0,5573.0,15504.0,10944.0,7493.0,7562.0,5738.0,36185.0,7132.0,3383.0,6227.0,1382.0,5636.0,6603.0,8317.0,10792.0,0.0,0.0,8300.0,3940.0,1582.0,692.0,6452.0,2913.0,2659.0,3660.0,3623.0,209.0,35092.0,1998.0,28056.0,16892.0,14250.0,16915.0,45083.0,4402.0,7488.0,14050.0,1820.0,5505.0,4095.0,3943.0,3331.0,27611.0,2867.0,6643.0,8519.0,6287.0,2942.0,3684.0,5279.0,4330.0,10997.0,840.0,7413.0,8944.0,5020.0,6966.0,2599.0,746.0
2013,østerbro,78785,41765,6746.0,8294.0,16653.0,15236.0,11166.0,11792.0,8898.0,47158.0,10356.0,4189.0,10908.0,2201.0,8090.0,7722.0,12952.0,10117.0,0.0,0.0,6307.0,7315.0,6435.0,723.0,3981.0,854.0,1420.0,4002.0,1005.0,211.0,36087.0,2364.0,37720.0,19346.0,20202.0,25399.0,61774.0,5000.0,12011.0,18676.0,2746.0,7316.0,6369.0,4791.0,3399.0,38366.0,2076.0,11435.0,12043.0,7628.0,4221.0,4362.0,10567.0,10159.0,11975.0,1093.0,1633.0,9235.0,17660.0,7749.0,5488.0,1130.0
2014,amager_vest,62272,31626,5298.0,6729.0,16023.0,12346.0,8108.0,7972.0,5796.0,38871.0,7474.0,3399.0,7774.0,1514.0,5954.0,6309.0,10202.0,10316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30629.0,1760.0,0.0,0.0,0.0,46576.0,5277.0,10419.0,13116.0,2284.0,5571.0,4917.0,4439.0,3390.0,28236.0,1481.0,7440.0,8378.0,7250.0,3794.0,3283.0,6535.0,7229.0,9721.0,204.0,3810.0,8083.0,8643.0,4986.0,6104.0,0.0
2014,amager_øst,51128,28169,3821.0,4691.0,13108.0,9862.0,6803.0,7158.0,5685.0,33107.0,5362.0,2885.0,7037.0,1357.0,5099.0,5555.0,7087.0,8608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26690.0,1501.0,0.0,0.0,0.0,42480.0,3846.0,4802.0,13266.0,1481.0,5225.0,3898.0,3240.0,2508.0,25661.0,1666.0,8064.0,8230.0,4493.0,2714.0,3002.0,3349.0,6827.0,10501.0,515.0,805.0,8496.0,12080.0,4070.0,2718.0,0.0
2014,bispebjerg,43192,24071,3118.0,3896.0,11877.0,7770.0,5438.0,6134.0,4959.0,26547.0,6041.0,2289.0,4871.0,959.0,4321.0,4409.0,7189.0,7772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20390.0,1262.0,0.0,0.0,0.0,32776.0,3461.0,6955.0,11516.0,1617.0,4196.0,2755.0,3064.0,1786.0,22285.0,1912.0,6215.0,7567.0,4252.0,1849.0,2276.0,6891.0,3697.0,5410.0,328.0,1482.0,5891.0,10303.0,3852.0,2543.0,0.0
2014,brønshøj-husum,38895,20855,2848.0,3530.0,11777.0,8163.0,4800.0,4462.0,3315.0,25697.0,4604.0,2395.0,3505.0,827.0,4140.0,5115.0,5573.0,8228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19717.0,1311.0,0.0,0.0,0.0,29128.0,3388.0,6379.0,9252.0,1229.0,3640.0,2522.0,3350.0,2573.0,18282.0,1328.0,5822.0,5577.0,4549.0,1711.0,1868.0,3541.0,2446.0,8656.0,55.0,5605.0,7156.0,2798.0,2413.0,2883.0,0.0
2014,indre_by,70415,36640,5061.0,6719.0,19659.0,13776.0,8952.0,8844.0,7404.0,44696.0,8703.0,4377.0,6042.0,1469.0,7522.0,9417.0,10094.0,13404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34382.0,2819.0,0.0,0.0,0.0,53699.0,6370.0,10346.0,15946.0,2221.0,6111.0,4755.0,6003.0,4416.0,32224.0,1446.0,7513.0,10585.0,8197.0,3433.0,5466.0,7090.0,5147.0,12028.0,1522.0,14123.0,9794.0,4557.0,4035.0,4131.0,0.0
2014,nørrebro,81817,43024,6518.0,8453.0,20862.0,15687.0,10884.0,10681.0,8732.0,50805.0,9910.0,4482.0,9560.0,1868.0,8026.0,8914.0,12921.0,13630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39431.0,2565.0,0.0,0.0,0.0,61001.0,6310.0,14506.0,19460.0,2690.0,7395.0,6030.0,5825.0,3797.0,39227.0,1977.0,11031.0,14006.0,8369.0,3455.0,4186.0,10427.0,8957.0,12880.0,125.0,4905.0,11658.0,15244.0,9033.0,2184.0,0.0
2014,valby,45178,23693,3915.0,4333.0,10782.0,9262.0,5813.0,6457.0,4616.0,28860.0,4858.0,2401.0,4864.0,1064.0,5178.0,6232.0,5688.0,7505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23080.0,1513.0,0.0,0.0,0.0,37304.0,3478.0,4396.0,9998.0,1270.0,4492.0,3764.0,3009.0,2541.0,21152.0,1330.0,4784.0,6419.0,4817.0,3226.0,3117.0,2972.0,5045.0,8637.0,424.0,2823.0,9294.0,3671.0,3894.0,4011.0,0.0
2014,vanløse,33535,17713,2474.0,3254.0,8986.0,6143.0,4445.0,4705.0,3528.0,21383.0,3924.0,1887.0,3885.0,767.0,3518.0,3963.0,4980.0,5769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16840.0,1057.0,0.0,0.0,0.0,26140.0,2670.0,4725.0,7848.0,1077.0,3334.0,2415.0,2453.0,1224.0,16489.0,588.0,4799.0,5535.0,3408.0,1528.0,1855.0,3468.0,3302.0,6708.0,36.0,2672.0,4013.0,7369.0,1716.0,1943.0,0.0
2014,vesterbro-kongens_enghave,58001,30996,4224.0,5720.0,15928.0,11020.0,7594.0,7691.0,5824.0,37207.0,6803.0,3327.0,6034.0,1301.0,5988.0,7026.0,8193.0,11253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29037.0,1937.0,0.0,0.0,0.0,45836.0,4581.0,7584.0,13974.0,1843.0,5529.0,4213.0,4167.0,3155.0,27841.0,2837.0,6653.0,8527.0,6294.0,2958.0,3727.0,5423.0,4270.0,11081.0,724.0,7416.0,8924.0,5023.0,6950.0,2683.0,0.0
2014,østerbro,80299,41971,6845.0,8507.0,17327.0,15251.0,11369.0,12008.0,8992.0,48571.0,10060.0,4138.0,10769.0,2063.0,8459.0,8155.0,12928.0,10761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38821.0,2310.0,0.0,0.0,0.0,62461.0,5394.0,12444.0,18489.0,2806.0,7418.0,6478.0,5009.0,3155.0,38816.0,2015.0,11512.0,12084.0,7684.0,4262.0,4414.0,10553.0,10073.0,12047.0,1107.0,1635.0,9218.0,17651.0,7762.0,5705.0,0.0
